"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5"
1,-923.53095623103,-656.954729376727,155.902200036122,274.179959098124,272.45404163906
4,-179.683166818925,817.936146150533,229.728626241465,-79.1714056159175,-20.7746455969436
9,-116.697119769066,-152.890621628197,-393.653533636163,-533.189767396567,-56.1924686819411
1,-899.623211189725,-462.268909669091,87.3034175923062,78.6175600643439,376.390174277157
4,311.082127309968,781.074734487544,-171.764966708346,781.677313534354,-39.5425937988224
4,139.728783639501,486.300533784476,183.624846563542,-69.7788795294515,74.1197205930791
2,-416.758930500465,7.20610476472549,2.65291444905675,619.783980356889,-96.4134129081053
6,100.053021871436,-60.3065255583613,400.416564728096,250.201760454436,-433.600439260305
3,-272.648361495358,-293.842976607462,-367.348934814554,14.3632496168284,158.117646944713
7,-448.296902138832,644.158183260723,-682.9719523823,-142.423348295245,118.818284872827
7,-452.047573437369,278.491362789668,372.200748886873,-333.320214053681,718.289447281836
4,260.823523076983,1047.68640339177,150.414164601761,-49.9266394616321,-361.366234239879
7,-477.887678873579,507.70626995242,-543.784550183961,93.5580576342287,396.666691483729
5,869.720917929576,-568.995553144573,-879.257505692781,387.901611390728,-248.941499145704
1,-909.033641773872,-424.261940018984,-17.7180565672499,97.8158399433463,515.736444534575
9,-82.3510402308269,466.522722914116,-817.966675326578,496.669052575346,-476.481765140417
0,1509.25458008187,-453.004788166056,120.533733819312,-188.713037342586,886.237383681911
2,-607.54469393993,139.276459905549,-3.20928355789131,669.508558298047,350.608599469653
2,-480.793533901055,-326.666186658204,-68.5039519253663,745.609299427056,-355.763716172574
3,172.042423924738,-402.38407586049,-954.906993725618,-475.551787186251,-354.318040379628
9,-558.185381188974,384.926220983637,488.456400133528,-335.766095333574,-104.787950028189
1,-942.832472058319,-468.774513998026,17.1151498608032,170.849848569997,521.524209777638
1,-345.458801500611,-248.354720120322,-76.6519300757133,475.426120936266,-57.4754910844126
1,-499.001628377145,-252.002943782107,392.116278264158,311.707153249618,-103.346796272103
5,171.772961097918,863.236635901773,-140.27113451755,-139.417792370106,291.475567873951
0,877.414070876381,112.080546756571,727.575331320571,-36.8672040449317,1023.43230567876
6,623.494010505461,339.93867415027,280.346609930472,968.01185303304,-504.62134013382
3,-380.336298180532,-562.115624346618,-521.673161863143,13.7391844032385,-106.017854046135
4,118.585949002862,931.816241589811,-399.453206330822,337.879770964701,-299.294736717669
8,60.2255853717351,28.3728556789732,-1018.42928680936,395.246090795868,-551.470934773923
1,-884.599644684396,-811.503483075471,255.948219685755,73.5365449494704,236.764575797885
0,49.99876500337,-227.115452850043,-195.783753187128,186.259826249033,170.973126336894
3,27.7237373293798,-400.971101633084,-78.0671750879,-628.765917025992,-416.744226537922
9,-643.753882652405,388.910284046783,-137.098463092582,-179.125648385008,98.9997274810243
6,466.846995793896,135.233809826646,168.99799635002,1347.52853897021,-66.1499717597778
2,1111.56543524984,-583.514681233482,52.9428809996602,-28.5582111765197,-324.105213396043
6,-556.491392449134,-488.49339893932,642.909561354616,46.596231594395,-371.011114410502
4,-241.09385018121,704.991801194139,556.85957051292,283.373238145385,313.534436307266
7,-400.788601161091,718.482977798412,-99.769594161221,-228.997157750344,-326.181236261134
1,-841.56166841404,-268.532810232905,15.8898764053362,194.87308358621,635.855399927871
4,283.327287148846,1075.05703232874,-500.693913682402,281.548890332771,-317.823937067288
1,-1001.40068417352,-552.468467695031,223.20365836288,76.5334129538133,156.062449029129
5,-595.095666784093,-142.548000932029,388.703115012983,59.6306520392178,382.93122649051
4,45.533970692516,688.000053905184,597.868698325847,-67.1519181621149,-270.772090191982
8,-203.667281665055,-348.690034229805,230.210004507833,-529.808596409026,-153.442017931015
9,-372.894498599909,511.628394488909,-83.5699135899844,-541.900020562058,-168.495402923651
2,-273.53368654458,-419.025921936988,124.718972852058,178.096084681877,50.4454384354631
9,-582.169082463151,76.0025826923847,-560.61348144697,87.0346609197314,289.593606110905
9,-378.401363432288,773.396878229481,197.184702734824,-263.773152489821,-120.993554421862
8,-211.497778877413,-172.780311044795,-444.426167847711,276.276332754465,194.343993341956
9,-4.46699339209583,864.385626896861,-219.182741331529,-79.6290107263043,129.575371268897
6,80.3907093196969,566.258641908793,7.99039226642221,912.46866383134,439.061863662136
3,25.1715587173863,-262.524697612164,-576.137914145072,210.753245353839,-21.1857504869712
6,419.124543876814,160.680758078192,767.80584885869,528.369348097679,210.51589734339
4,-481.563045797265,479.440527335294,-276.192386825964,237.70182150328,44.4130591734789
6,-425.034310129185,243.954838072776,335.601999413701,369.545720241868,-40.9214520629579
2,123.869622938332,465.537562603464,-68.3481866919155,405.099468663439,296.367342727597
9,-314.907822833023,658.168796303018,243.956031367371,-878.585465783964,96.350816801136
1,-976.393122454507,-429.348925048425,-10.4069877924058,124.261278884737,489.068506823927
2,663.80023175141,-407.81613576913,73.1967463260032,560.871180281299,-209.006186281288
0,706.559337227473,-427.705525751857,833.713119002725,-272.431609599001,843.994378390943
5,1202.00753509408,-886.2052862424,-267.560124447663,-450.151904774133,-318.777178389593
9,80.8584367822736,934.487229769222,359.846816687429,-270.219001506963,183.409521676044
2,-280.973688251143,-1019.72875232461,31.2055910068729,669.760137717614,-411.041832295229
7,84.3107252663583,861.181557233713,313.945507939653,-294.154348346483,758.900327769165
7,-540.184101396414,576.252024569598,-545.700167270781,-98.8084710258137,193.219964352972
2,291.218435821246,256.995916990782,744.940686440758,171.70841412143,3.76944469227378
8,84.4222223638306,-129.012211252368,648.162752825541,-706.836220865673,-231.029841373342
8,-370.850975023797,-176.495270831307,402.261046078958,-205.205237643654,-241.896082706194
5,336.609486190047,-408.100342119139,-855.271548531417,556.607126946667,200.595525607033
0,1553.63380683851,201.127073985479,78.3339094495055,-226.067324814152,-58.1786342713041
6,200.77090519235,-46.6618547374128,767.946854420894,621.800581921827,-276.284688116183
0,2108.27831101797,-72.9734989440526,41.7776601554108,9.82277804169975,533.793324966597
0,477.884275898066,-121.400954401856,589.534882257662,-138.197495785614,273.480168767263
2,-57.7805874850542,-71.2256619545899,-33.121780215759,438.957664880635,-170.748987172321
9,-388.065118640828,276.019306950252,-750.561733286539,399.738313058135,-56.7156982432418
0,879.10197083785,-372.680180888916,80.7655751940398,-246.501569661826,910.087676228114
4,29.8268996417117,633.877134556467,-500.586001659161,601.420362523154,-162.474905698098
7,-125.50737325092,671.631090600272,388.101709509871,-117.442801650737,586.099734122242
7,-404.879532201999,-115.994343538522,290.207282050235,-212.564030595541,-116.4535016874
1,-853.576189176088,-417.544527196556,132.673271837838,41.4777240855751,241.087223496063
5,130.20358674571,-289.789015239481,-842.629114546221,-427.957247798249,-95.7064505369623
7,-57.6831200158526,269.980430600587,-439.828131986174,423.812084613101,739.355900138999
9,63.5786699020668,698.678219609952,304.722717346076,-479.058156148562,58.6432824044648
4,265.333948437647,1027.73711700976,401.495017211792,140.432292245658,51.4811012781466
6,-217.056583330888,464.240164501458,87.2047080667068,733.302605148944,-246.18574057169
1,-617.858427312515,-606.583152395846,369.180741147188,-78.6237480260958,-266.696393366006
5,110.729685251588,-299.280898960149,118.657188984893,107.337289002928,-218.581406889089
7,-714.082564117815,364.018307341508,80.7471149490474,-241.05911019774,-44.6116477943264
6,168.421931488297,31.8646108077433,-53.3985869455233,792.988028948576,-139.987688807035
5,70.190677777943,-248.87562180547,479.029921030277,-57.9906628868234,109.729797995302
0,660.855713873093,-293.957181531232,58.3890599034929,39.5900807947234,909.479681457731
4,478.798347047166,624.184716839287,16.2209558875153,908.275204734113,359.479982764371
8,340.729799490889,293.600379045005,-759.093620880667,102.275149224819,-71.5535859052814
7,-94.9943525145932,-279.227895917792,141.768307679803,-84.6790297755951,-665.738257968685
6,-98.5596983951125,-223.871595318449,-76.2474041196201,-248.947988177829,-482.927232608633
1,-859.28166186403,-604.111408087815,281.239442304496,13.564717676153,-184.932743657689
8,-733.931542517949,-454.583238406015,244.486767182597,19.6985164375678,71.0321355141352
7,-597.855153996801,643.656687865167,-426.030106507274,-209.014243388716,235.980360700321
3,-97.906218278901,-687.805725997268,-519.007905088502,-18.6392799381257,470.259723214793
7,57.5976211351694,966.527238339504,-636.307702170692,-186.341266231427,382.020011525321
3,-171.824591241994,-32.0422946599607,-173.240723811769,110.988805234198,-8.38252881084103
1,-930.093641366804,-515.216970818069,154.704687587365,25.0828967685022,165.968098790983
0,1248.54129045692,208.119580046262,1296.4743036345,-145.845781480155,380.583826004551
3,-457.223229332935,-630.112963042906,-377.646555009556,-118.937338028815,212.828548547767
4,-232.553826424716,436.566859758167,545.806949159637,622.723198050574,137.632463480649
5,-435.918594051471,101.503108408259,379.999173267992,-19.1294020151076,614.987966602535
4,-168.743205284049,579.862221704518,433.414282169791,13.0335326773112,319.502456593288
0,664.275703733792,-515.435104335304,81.086501675475,-427.716835709499,287.361312372355
5,407.535208133567,2.32261406497423,313.028338933982,-719.497309518686,-120.004723076576
4,-30.1217510437757,463.016289088905,692.169185402342,168.971492208046,-435.604194483833
0,223.128704362008,-124.412762233309,641.070662599251,-375.787216773937,684.14983107141
3,-33.1555629094274,-588.82029666448,-278.743579489236,-22.7174078506379,300.967387841045
5,25.5527025084848,-138.719133694241,556.917466286906,-925.44093258562,370.209255010554
1,-889.693092025362,-776.375755515387,338.406946536428,-31.0166008490304,-130.800293957687
0,810.305543176907,-356.517406597602,-48.5235336710981,-244.66982812132,725.814577428905
8,-255.802951706319,-7.04638785359571,413.971932360223,-150.244303003735,-79.2012641077799
3,538.831658668364,-946.155677235248,-906.770467465465,-452.157136675709,-199.84828738927
7,-240.838389835753,634.368549410501,158.16790508549,-218.248705994304,464.961113347946
0,881.0624276511,-210.927769709022,782.977090860797,-352.771955138876,618.061518400004
9,-505.642633973239,340.748262196163,-650.424596322867,99.1518030631997,217.456559610284
6,921.769957172669,428.614379743917,196.751861322466,1263.5489989532,-817.405471441042
6,-217.968236019913,-215.26414403006,533.108080270925,202.081376338195,-518.97665879182
9,-430.293426074929,452.905160826301,-73.0338914655992,-554.58347220677,-310.29765990485
5,-278.999736517312,64.2734997598278,939.755452882456,-172.850980872749,23.9281293691025
4,68.2093203277072,1065.16760288652,-96.8340792229148,-118.819509935854,-126.380468445444
6,-758.367899446256,-287.481894087104,219.150494518246,212.076309059951,405.562544152669
9,-423.516333121962,499.963194068233,-337.010616086306,-64.1508070350751,159.376726327669
3,-513.412521127772,-269.098593923061,-325.192195487078,-276.399940918679,21.5554011102566
5,57.3796660541806,-559.898046884585,-620.687668750521,-236.388853691481,-211.589746214698
4,411.48461558648,382.967238309787,-13.8889903347961,931.853629704264,355.02554404636
2,780.660792871978,-254.422972216157,633.936967845418,498.858726411661,-575.50415035273
4,181.756533511564,357.012763530531,893.083243251226,61.825623348227,-389.105444077624
8,-237.712266153364,-69.6140648608548,-368.866426915393,-217.636393464041,-189.126308513954
7,-207.912042554419,55.173093566377,354.770639738828,-40.1405941881186,0.878446565854969
7,-709.465706332345,68.9739069526695,-198.869356960148,115.689995917349,-250.323800284399
5,-148.425606206802,-502.039356486283,653.970898231461,-879.868406636484,246.49915448047
8,-401.592867418607,78.2336008498161,-401.111097675168,113.797447025092,-54.8743793391834
8,441.697124353949,-266.156469965997,-795.058000749807,-96.7562100717435,-1085.81811410215
8,56.1535692999509,-398.942290022111,753.755487642032,-464.200124544869,-192.537890535345
2,-29.0029577271223,-247.378095946939,194.993874567072,206.355526757779,14.187159470028
6,360.996554352573,49.4146537381107,-431.09200022557,1021.57974004472,-60.6185025274648
9,-425.217518045495,496.743517531689,158.205520127731,-49.2745774061151,-203.858208661
3,-19.861067559435,-668.540718477579,-582.179686255125,75.8588383643432,493.731744828105
1,-955.758018069078,-443.483576594974,132.316078937932,236.027224671667,345.925684119126
0,551.581148339766,-80.2054821691919,-287.902212102093,749.214469738791,666.249499904534
4,-86.5661336009835,541.574538446829,189.463153713675,-179.940459515413,-123.706915748548
1,-725.853689254939,-707.403867938478,399.266173566029,-26.0538026422982,-217.818354621612
5,152.366901407442,-286.178183546046,342.217071124909,-752.719800487733,-110.467077904996
9,704.540095282085,953.011991410914,132.112751024956,-472.666592635471,-428.224627963294
0,1325.28759558281,-117.538983679689,811.99319575146,-703.639855888595,709.635046782624
6,449.088464416568,580.837309775617,156.854907212393,1312.077652562,-416.659492647735
2,-636.286568431453,-251.427183050481,226.652526793921,285.579299886923,117.08307576542
1,-77.74721960324,32.6003563139114,-168.959297416111,87.1437022611753,-301.011072315305
3,-768.3240873213,312.761087346012,-365.141510263906,42.2054420089573,62.539028326835
0,639.656458276599,-70.2843822692612,-661.86801712607,64.8077986143522,111.865156564416
6,384.970080378919,-368.300173896884,1.0504883086725,287.581896194795,-260.748585573232
0,433.661086906473,10.6364290402565,791.756709026829,153.586342837299,898.317867791846
0,1035.8698527023,-30.6939675119661,-610.294028727816,382.314253599883,-64.360289558909
8,186.834244085396,280.545875088342,-309.17388411269,-31.2634075059507,-283.124794587486
3,113.25213757732,-461.96425321181,-1030.41279568123,-255.462864403362,-682.445376886413
2,67.6571701299909,-387.273571335548,536.385201996771,462.125970223962,-905.922986762097
0,1089.4591019109,-192.09924671255,-174.983671682274,-163.402598317266,505.716443965045
0,20.1061052067502,-167.669440007619,45.9814796576795,-314.084535604245,-104.869734272201
6,450.359654092682,151.342234639161,746.791773389428,642.017640006132,-181.598469767627
0,1516.47796472186,-154.489635309955,-377.877191567518,-63.5638900805034,926.602812069457
0,1040.50851433679,-132.641165462277,266.09116682725,-27.4621150226747,847.711493487996
4,364.253169174409,470.639300436807,-176.750458628221,834.164146228263,211.508332676356
7,-186.635890856098,960.519895191771,-140.216067135934,-572.892774480346,233.648824044854
2,534.499317964282,104.349741611799,692.360618000283,-187.022764934516,-91.9516469566122
7,-378.931742829514,460.974752755082,576.234713296572,-415.53429386735,231.77051042682
1,-876.093483927237,-204.702568239641,37.3981419359181,102.224518846341,317.222413368828
9,-455.916349638953,641.370778784247,-47.1478949885226,-623.35329570713,-120.257499479101
9,-549.107821550645,262.445609670114,-396.878387151008,-325.977951079138,-35.3257770918254
3,-245.997476928611,-615.707155150176,-715.089203578465,-36.6447020088981,-44.3970431435005
9,-156.441296789104,835.334273319105,-272.107002985421,-534.474320282339,-49.7021570892414
8,769.993388137802,-97.870591506423,-402.533737331481,-320.512643953204,-984.980485290783
4,-134.414639433585,386.65733507142,96.8589796543775,401.876671648422,114.544403258787
6,-612.487372188538,-328.994530029172,262.002484288698,172.043149358706,15.090922360063
6,162.922157875455,-270.483682805367,425.623669356323,140.455982414369,381.51971768166
5,-744.137214100401,-572.6135391608,416.493626030625,-26.3074417552722,498.317926611137
3,89.2209424785965,-287.038796520233,-917.067266444042,-248.725418593771,-230.965376777422
8,410.170542882999,-108.047714398051,502.991141191678,-532.633902298715,-404.093623022784
1,-987.180592820236,-515.078324131884,208.75849411937,106.222272067309,211.501075824051
8,-458.337988525301,-325.854174120068,-289.213554862225,-7.75049075765657,-93.0567065179656
7,-526.65408032838,577.640337035802,-249.745246711,-160.142329148839,192.684391132817
1,-888.40329420668,-852.547795817737,343.233091335029,-8.74311244411365,-50.1772354581591
3,-80.9749588620643,-800.654004695617,-671.219373377004,58.9555991306338,234.407178166471
7,-249.890151366918,934.038305176926,-442.218629917954,-282.315257315773,288.926158267937
6,178.159415052858,71.2756980383269,260.935773325869,629.556221000673,-385.741698532885
3,-50.5283334975858,-695.334061734612,130.746643575008,-48.2417028069732,-166.65752011192
6,654.625503147505,206.276947980926,73.4442620757989,656.131375642129,226.257901452966
3,-172.901279375806,-739.428848143059,-198.247643395296,-423.028373835335,-73.3848127090663
6,331.861830558456,583.433839538982,50.5542076211118,965.199162504674,-272.175495056308
3,185.955997433524,-698.537288369507,-551.640953196045,-301.738307321089,-460.900848896738
2,-552.322616956599,-51.6076852380148,10.8509397437183,634.091582864374,-445.248669160007
3,-623.006798970451,-239.026512727374,-346.050878816639,-179.225881275655,328.458495130284
2,-257.090015707405,-79.3446882106107,87.0795666569062,584.088174865944,486.600421918474
2,-145.45868604737,-786.029423746614,-370.983058585338,160.013267694334,55.793134819498
7,327.811899666383,848.575135423617,-335.589506903373,-431.017796442395,256.1260529063
9,-262.608530178091,422.477516882162,-485.292622009691,152.094058252979,-565.641412566793
2,342.233129117371,-1357.88160218793,-121.82032973806,764.311293950734,-478.832042755113
3,998.804754303882,-974.222974239921,431.938702313295,218.207439858024,94.9329980920896
2,549.943923630347,-446.932208036725,911.447149617415,554.774213997883,-523.167982443243
7,-257.813901731346,568.765276871889,437.577080017995,-218.729398624323,186.400545729531
5,24.035951248468,-664.974852132695,129.806503246542,-366.240392854946,-64.934740125783
5,-430.181407209152,120.814443061965,333.458588497311,223.886583454801,481.394152962189
8,-31.1380125338682,-356.053466832212,1044.59194160225,-756.130910595576,-582.311939719169
8,-106.391080273209,544.916084414575,-651.327071253058,-90.1052601960945,-147.080870117741
2,-392.310127564967,-756.24459311102,198.090689289328,686.137699813122,33.3577451877264
0,1798.43535395201,-346.588950810517,281.74569848868,468.142899284668,506.162581030333
1,-754.937826883709,-708.513101044821,143.822129168008,222.325781612392,147.687849416442
4,189.769355927116,1074.51230180225,450.567882345429,-231.164190128623,136.142058282255
0,122.337304125355,297.522651013855,86.5756305442175,-291.612504382139,-533.24106884103
6,282.948357726459,-314.479038278282,36.5970582963776,1018.09542471445,338.083424911962
3,705.217621124042,-651.790298038227,-364.389075428133,-566.859357109832,-82.9494731991799
7,-534.575399671582,501.18504257573,-525.578072495649,321.001627430192,109.747009834937
1,-836.828052456626,-473.883351327752,39.4555088014676,270.596453886871,367.055443211733
1,-842.059462031279,-135.887223674897,-106.766614393281,174.549020564642,504.603978377672
1,-915.236327944729,-672.567462638391,331.135249902483,-34.1173964167357,62.7397563882814
4,572.079911814263,1084.51395512316,157.92388304663,153.291989995905,-381.958984865607
7,-202.159431713498,933.565896027951,-99.8227938530702,-474.901036443404,194.208128014354
0,953.052261474621,-374.648411295802,-869.786673585439,112.862312061582,631.0964856809
2,365.550979209266,-886.221338366246,285.393118600046,222.337066007745,-618.600511556599
9,-517.728101259233,636.186228088224,-491.627771273652,-341.927613443591,-245.264984928744
2,79.1221336152019,-1160.18724624689,-206.160835104098,202.817510986288,-665.716845063593
0,1153.79974994219,-329.111515354419,618.739596603311,-131.278118819431,820.955000073957
5,268.79827400347,-25.267059884628,463.961716568487,-493.721423820515,30.6840731674329
6,787.696721068357,189.07028859633,645.958833294836,538.300956052579,-141.874104344699
0,909.610948722794,-50.2526661806917,-313.264269593255,167.392517520632,452.96479406031
8,111.179529182745,-286.043334962019,-216.992594943386,-759.972817982498,-425.309314103488
9,-135.832256392812,478.595098266365,-615.640556008923,460.459150758888,45.6611211704108
6,597.024682595542,-44.21940825192,210.152136476874,717.743349639304,-394.657099609271
2,-421.398511645508,-924.155809423914,-266.797287439046,184.68095076118,-42.0901321954302
0,1327.88466583118,-281.986064410151,-697.117268032279,-123.039372057004,785.760085379724
0,1074.9664466712,296.790564153933,-612.462777294625,155.761890144479,211.859254828374
7,-368.752590182722,900.295789631768,-345.373471568818,-422.440428861777,70.1334384509347
2,391.999928521939,-223.264769172353,854.865779264782,763.568718111245,2.71642110699106
0,1071.03033895934,-355.510697466424,-230.90215971442,232.505021560246,796.734837131808
4,667.072241137568,979.494656924427,-205.671169647322,474.327611114495,47.2648055163562
2,6.24870225263721,-578.199814960604,-10.2400112633052,736.34234978489,-25.1867560277858
0,962.183259811524,-86.6743810335067,153.942382861099,591.736479459812,347.608833562291
9,-260.696843583338,786.255169594064,-454.691891407724,-24.7018453323574,-130.271607799321
1,-956.132381202168,-424.778966854541,64.2817181532541,27.479052247448,287.35327386807
6,196.854954922965,62.1197046425256,-112.557710481378,697.350236006072,-446.447305029602
9,-484.45637502823,500.423434914434,-131.580388784106,-127.508443149483,-119.403008881547
3,-69.1912007322068,-524.642859329926,141.457805245864,-120.174416943734,235.219016660654
0,768.296922613669,-411.514952299045,-704.745532023709,282.552205754218,934.172110466462
0,1729.59777818112,-718.48880360404,-362.475591345517,73.4066223830194,865.333459305701
2,-317.675901577174,-923.207634594009,-77.7503946849556,616.778511564838,132.113307491094
0,1807.81800769182,-549.827202455894,-616.249831473663,41.4012267760993,714.471579901227
6,-285.389894549664,331.01801109499,561.746887121966,277.770241948583,-404.98299495208
8,-446.182019188689,-288.468143923971,240.321471107167,-91.8647817087778,-78.6204900864429
4,891.272528210704,931.831022350822,694.493694712524,-443.45718441339,-669.57438497025
0,1174.29139296216,-235.183375398779,-139.054104135972,-109.098597176638,126.59567206461
7,-293.407244512115,400.200790846782,-206.591468845706,207.096503616037,-471.185919969794
2,-613.644100700445,-75.7108748569954,-92.0683884169283,709.47136087889,-128.992045220694
1,-714.605353342475,-136.769966136945,-193.32073589327,88.0464286476074,505.926866364313
9,-450.7601732149,609.538965984895,202.186956137698,-700.748608423977,-601.091144386362
5,452.817073805184,-278.956746839472,-1366.49936689714,194.76352319479,116.258763019852
2,530.361205478674,-222.557746908329,311.287074613165,253.720969725642,292.643836835168
4,-83.9928546181513,350.100582953209,-394.403320193238,712.215968140297,-82.4037713144698
8,-286.512252195255,-284.426873157624,43.0582697326526,-193.578328998983,-405.075587349579
5,582.626969853547,-30.5977736910162,-28.6162673804767,-746.060927019133,-105.632960043587
2,637.540984660421,-221.187373326073,1101.59021096833,388.836059831604,-495.745941995254
9,0.201604608847616,652.535195455187,-315.255229872056,185.371697706335,-160.417578078189
7,-424.972584199212,702.842405650607,181.750681758603,-649.233765617699,124.100902192211
9,244.676379541936,255.139543757318,97.7112949704618,-757.489803619197,-116.244065831881
2,-6.58030090040288,-366.048312269256,171.454484906304,605.383201313628,-627.804753261621
9,-558.567280165785,400.484709515324,-251.94944899809,83.1283893480206,-30.3875387566227
7,-132.450983807612,855.960404425804,-116.295238952312,-265.416648875052,578.03004903485
4,307.78008337731,605.352771247922,-441.105044225633,554.584703759753,-370.066091035564
9,31.1355724639486,589.757468877879,-594.883934187176,-253.240871457752,-487.655734854255
3,274.459762633662,-749.378469529413,-539.671510904931,-103.788168988912,-322.17033358216
2,550.618250436495,18.8933942816393,485.340591844242,626.47283181755,490.721569436871
7,-592.734321645845,-302.312914528134,330.392602921513,-131.521264378994,-60.485078373328
3,-158.934377761906,-270.583966360616,-785.29792285013,-5.04467111458288,-34.3842235875786
6,-44.3348406438888,-16.7638717963639,684.226996913958,482.880598405115,-506.179418730353
3,722.89070111726,-1087.32420938245,-666.353760370892,-426.377205118589,-291.110948739749
6,88.8849370301117,-462.879335234045,663.45740395196,475.941042011429,-161.774465091868
8,435.734361608565,-455.023579452734,-616.343107224608,324.356374526806,-551.547134759374
8,664.21681223466,250.629453422783,125.70671503181,-545.556765138754,-430.14108106425
3,371.871723945883,-317.700069279126,-828.881948196749,-188.636553990182,-540.540183095021
7,-538.004353753136,333.522378644169,109.721983571709,-52.4137149764928,168.337899785621
0,949.272327687196,-333.371905158434,-647.184698509499,345.534060377742,749.161091525765
9,-203.441791890457,738.292627392989,354.999998349266,-711.363798433121,-329.001447939029
2,305.455666515051,-800.031363740399,426.18372317031,241.079530811871,-276.083234114947
7,-13.9133458181671,573.426132247258,-449.685227705559,216.114817446229,637.190649187086
9,-379.406135558172,484.675975311378,637.983511470077,-557.356551835636,-220.293580808521
0,1550.98734010204,-69.8540403206056,-172.874205933823,674.967476188086,345.308170318472
5,-443.775627106531,-35.3287132274025,355.490607898351,-651.192902710792,204.985103037257
4,359.615779789923,978.600829894031,-12.0546128139975,-207.858828594921,-459.999423564725
5,449.323543526759,-694.671497481164,-73.3858230530336,215.442924977501,-33.6571126063014
8,-19.0376141443572,-619.715467103979,585.281527331444,-660.321130568221,-779.891850323795
4,-167.506802748745,741.455576333778,53.5824690339129,386.817546625101,-106.30311467494
3,244.16470892518,-922.231932874624,-483.252121780421,-281.317788259602,2.8360776855695
3,99.818419758515,-608.995492076167,-873.044997573439,-179.910678504116,334.881503418539
1,-838.777928351973,-207.117599736764,-9.58110558641875,20.9384362952941,310.490631083669
7,-509.425059912425,796.056345621011,-146.732696171048,-493.845063189726,-16.6087222851427
8,160.236315170775,270.835202564828,608.85376301416,-371.757322265219,-196.149273153759
9,-30.9447305879505,1142.98897944112,-52.929421985526,-486.246778056524,-405.741510964335
7,-465.146298987568,618.540365504664,217.355180871554,-522.73807276819,272.815814102709
6,-472.771129245383,-96.5140813899502,150.391945953885,426.463701017753,250.57852811068
2,573.743135456632,-458.196150351053,1189.45117480391,474.868727094096,74.0477358094007
1,-792.547269296568,-363.154264478377,59.8217529286843,274.069842027698,298.493489954835
7,-256.976075254617,884.209009062119,-67.4112709273162,-304.93587890461,582.105456484835
